SALE ID,USER ID,PRODUCT ID,NUTRITIONIST ID,PURCHASE AMOUNT,SALE DATE,ORDER TYPE
S01871,U0898,P005,—,$20.80,2024-03-22,meal_plan
S01872,U0950,P043,—,$11.12,2024-12-13,ebook
S01873,U0897,P049,N008,$147.13,2024-05-01,coaching
S01874,U0412,P012,—,$23.56,2024-07-15,ebook
S01875,U0784,P027,—,$55.90,2024-02-01,meal_plan
S01876,U0469,P008,—,$20.50,2024-02-07,meal_plan
S01877,U0490,P024,N020,$112.13,2024-01-16,coaching
S01878,U0204,P021,—,$31.89,2024-08-18,supplement
S01879,U0589,P041,N019,$104.65,2024-04-10,coaching
S01880,U0183,P029,—,$22.58,2024-04-25,ebook
S01881,U0328,P011,—,$17.68,2024-09-27,ebook
S01882,U0863,P013,—,$22.44,2024-01-13,meal_plan
S01883,U0206,P043,—,$22.85,2024-01-18,meal_plan
S01884,U0066,P001,—,$33.38,2024-07-27,meal_plan
S01885,U0065,P005,N011,$67.53,2024-11-24,coaching
S01886,U0942,P013,N007,$106.04,2024-08-30,coaching
S01887,U0501,P023,N020,$138.98,2024-03-11,coaching
S01888,U0403,P029,—,$36.10,2024-07-11,meal_plan
S01889,U0815,P037,—,$30.00,2024-09-21,supplement
S01890,U0843,P008,—,$18.97,2024-01-27,ebook
S01891,U0329,P022,—,$19.90,2024-05-28,meal_plan
S01892,U0693,P017,—,$49.99,2024-07-02,supplement
S01893,U0773,P011,—,$28.36,2024-02-08,ebook
S01894,U0654,P016,N017,$142.18,2024-09-13,coaching
S01895,U0151,P040,—,$10.13,2024-12-23,ebook
S01896,U0881,P038,—,$55.14,2024-05-14,supplement
S01897,U0534,P003,—,$32.52,2024-05-13,meal_plan
S01898,U0277,P049,—,$10.19,2024-04-14,ebook
S01899,U0417,P047,N011,$141.42,2024-12-05,coaching
S01900,U0036,P004,—,$40.08,2024-02-07,supplement
S01901,U0130,P037,—,$55.17,2024-12-25,meal_plan
S01902,U0769,P003,—,$32.83,2024-02-06,meal_plan
S01903,U0001,P039,—,$72.31,2024-02-11,supplement
S01904,U0410,P031,—,$85.58,2024-05-18,supplement
S01905,U0519,P007,—,$20.42,2024-09-16,meal_plan
S01906,U0051,P023,—,$17.63,2024-06-04,ebook
S01907,U0974,P015,—,$19.86,2024-01-29,meal_plan
S01908,U0224,P013,—,$19.68,2024-07-13,ebook
S01909,U0303,P048,—,$19.72,2024-09-03,meal_plan
S01910,U0302,P050,—,$16.54,2024-03-05,ebook
S01911,U0229,P028,N018,$62.78,2024-08-12,coaching
S01912,U0002,P040,—,$28.65,2024-07-07,ebook
S01913,U0731,P022,N014,$140.81,2024-05-01,coaching
S01914,U0969,P038,—,$9.20,2024-07-30,ebook
S01915,U0220,P035,—,$41.72,2024-01-08,meal_plan
S01916,U0662,P016,—,$77.01,2024-02-09,supplement
S01917,U0743,P029,—,$12.61,2024-01-23,ebook
S01918,U0854,P039,—,$22.10,2024-05-05,ebook
S01919,U0415,P009,—,$63.79,2024-09-02,supplement
S01920,U0300,P043,—,$22.07,2024-05-08,meal_plan
S01921,U0323,P014,—,$56.68,2024-07-01,supplement
S01922,U0709,P015,—,$53.39,2024-06-03,supplement
S01923,U0821,P050,—,$60.29,2024-11-30,supplement
S01924,U0178,P018,—,$15.38,2024-10-04,ebook
S01925,U0369,P004,N012,$139.04,2024-12-27,coaching
S01926,U0906,P032,—,$42.91,2024-04-14,supplement
S01927,U0810,P034,—,$39.75,2024-10-10,supplement
S01928,U0987,P024,—,$23.50,2024-03-13,ebook
S01929,U0755,P016,—,$22.97,2024-11-28,ebook
S01930,U0390,P008,—,$19.85,2024-01-18,meal_plan
S01931,U0589,P038,—,$16.68,2024-02-13,ebook
S01932,U0659,P040,—,$16.68,2024-01-10,ebook
S01933,U0074,P025,—,$53.42,2024-04-24,supplement
S01934,U0539,P012,—,$22.20,2024-09-29,ebook
S01935,U0705,P020,—,$9.63,2024-06-27,ebook
S01936,U0167,P039,—,$73.29,2024-06-21,supplement
S01937,U0785,P017,—,$76.86,2024-10-29,supplement
S01938,U0583,P002,—,$15.82,2024-11-14,ebook
S01939,U0956,P028,N002,$129.74,2024-10-10,coaching
S01940,U0040,P047,N010,$134.85,2024-09-30,coaching
S01941,U0263,P037,N019,$125.90,2024-05-13,coaching
S01942,U0600,P025,—,$18.35,2024-05-01,ebook
S01943,U0292,P001,—,$14.61,2024-12-15,ebook
S01944,U0711,P006,—,$88.92,2024-10-04,supplement
S01945,U0761,P037,—,$16.89,2024-11-11,ebook
S01946,U0096,P018,—,$22.18,2024-11-30,ebook
S01947,U0509,P039,—,$19.49,2024-06-06,meal_plan
S01948,U0503,P021,N009,$133.76,2024-08-15,coaching
S01949,U0367,P029,N001,$95.64,2024-07-02,coaching
S01950,U0934,P036,N007,$89.86,2024-10-23,coaching
S01951,U0834,P018,—,$82.41,2024-10-09,supplement
S01952,U0695,P005,—,$17.81,2024-05-12,ebook
S01953,U0711,P018,—,$29.38,2024-09-10,meal_plan
S01954,U0454,P041,—,$12.49,2024-11-12,ebook
S01955,U0922,P015,—,$23.58,2024-01-20,meal_plan
S01956,U0694,P033,—,$26.21,2024-10-23,ebook
S01957,U0730,P036,—,$23.35,2024-02-01,ebook
S01958,U0868,P017,—,$87.42,2024-01-09,supplement
S01959,U0271,P023,—,$40.62,2024-01-23,meal_plan
S01960,U0811,P023,—,$23.37,2024-09-16,meal_plan
S01961,U0193,P033,N003,$72.70,2024-06-15,coaching
S01962,U0341,P044,N014,$56.14,2024-08-06,coaching
S01963,U0333,P010,—,$26.58,2024-11-06,supplement
S01964,U0980,P022,—,$58.00,2024-11-29,meal_plan
S01965,U0865,P019,N020,$52.12,2024-07-07,coaching
S01966,U0698,P010,—,$27.24,2024-01-14,ebook
S01967,U0728,P014,—,$25.16,2024-09-18,ebook
S01968,U0557,P048,—,$39.33,2024-10-24,meal_plan
S01969,U0951,P014,—,$34.15,2024-10-25,meal_plan
S01970,U0489,P047,—,$12.00,2024-11-28,ebook
S01971,U0376,P005,—,$28.17,2024-04-24,ebook
S01972,U0162,P037,N018,$122.40,2024-10-02,coaching
S01973,U0789,P034,—,$50.93,2024-11-06,meal_plan
S01974,U0738,P034,N017,$93.10,2024-05-17,coaching
S01975,U0379,P037,—,$14.86,2024-05-04,ebook
S01976,U0025,P050,—,$28.55,2024-04-28,ebook
S01977,U0847,P048,N004,$118.31,2024-08-15,coaching
S01978,U0011,P027,—,$33.48,2024-06-29,meal_plan
S01979,U0700,P005,N012,$114.33,2024-11-05,coaching
S01980,U0971,P027,—,$13.60,2024-03-05,ebook
S01981,U0429,P016,—,$74.69,2024-07-27,supplement
S01982,U0236,P043,—,$24.53,2024-05-13,meal_plan
S01983,U0702,P022,—,$31.55,2024-02-11,meal_plan
S01984,U0822,P033,N005,$106.60,2024-11-19,coaching
S01985,U0542,P013,—,$82.59,2024-08-20,supplement
S01986,U0969,P008,—,$17.37,2024-10-10,ebook
S01987,U0048,P031,—,$48.71,2024-03-05,meal_plan
S01988,U0499,P028,—,$26.53,2024-03-26,supplement
S01989,U0715,P009,—,$57.95,2024-09-28,supplement
S01990,U0869,P028,—,$47.68,2024-07-24,supplement
S01991,U0176,P016,—,$47.48,2024-03-01,meal_plan
S01992,U0803,P022,—,$20.83,2024-11-11,ebook
S01993,U0547,P047,—,$9.90,2024-06-30,ebook
S01994,U0393,P027,—,$65.37,2024-08-11,supplement
S01995,U0133,P031,—,$23.00,2024-04-03,ebook
S01996,U0871,P038,—,$55.65,2024-09-17,meal_plan
S01997,U0157,P001,—,$20.87,2024-07-08,ebook
S01998,U0309,P030,—,$34.17,2024-08-12,meal_plan
S01999,U0285,P047,—,$20.76,2024-02-19,ebook
S02000,U0878,P032,—,$15.82,2024-10-15,ebook
S02001,U0670,P034,N019,$99.82,2024-08-06,coaching
S02002,U0799,P025,—,$15.37,2024-04-01,ebook
S02003,U0247,P003,—,$77.10,2024-04-17,supplement
S02004,U0627,P018,N019,$136.96,2024-06-09,coaching
S02005,U0569,P019,—,$12.31,2024-05-27,ebook
S02006,U0841,P029,—,$13.47,2024-03-27,ebook
S02007,U0910,P017,—,$28.78,2024-02-24,ebook
S02008,U0012,P043,—,$42.83,2024-02-19,supplement
S02009,U0671,P033,—,$24.10,2024-01-15,ebook
S02010,U0048,P003,N018,$102.79,2024-04-09,coaching
S02011,U0543,P002,—,$16.39,2024-05-24,ebook
S02012,U0282,P037,—,$52.30,2024-08-15,supplement
S02013,U0306,P030,N010,$140.80,2024-12-27,coaching
S02014,U0349,P008,—,$53.44,2024-08-09,supplement
S02015,U0624,P006,N005,$148.31,2024-12-08,coaching
S02016,U0332,P023,—,$25.07,2024-04-23,ebook
S02017,U0736,P021,—,$25.27,2024-06-20,meal_plan
S02018,U0400,P041,—,$23.71,2024-12-10,ebook
S02019,U0064,P046,—,$46.52,2024-01-20,meal_plan
S02020,U0788,P046,N017,$80.75,2024-10-12,coaching
S02021,U0281,P041,—,$20.43,2024-11-20,meal_plan
S02022,U0425,P016,—,$24.47,2024-07-11,meal_plan
S02023,U0683,P015,—,$68.09,2024-05-15,supplement
S02024,U0330,P032,N006,$122.36,2024-05-24,coaching
S02025,U0054,P041,—,$26.52,2024-09-21,ebook
S02026,U0371,P048,—,$38.71,2024-08-10,supplement
S02027,U0948,P036,—,$21.22,2024-12-29,ebook
S02028,U0643,P027,—,$22.76,2024-11-10,ebook
S02029,U0669,P038,N008,$112.77,2024-09-04,coaching
S02030,U0635,P012,N010,$133.07,2024-05-29,coaching
S02031,U0197,P032,—,$50.87,2024-07-19,meal_plan
S02032,U0411,P035,N016,$78.54,2024-04-22,coaching
S02033,U0753,P049,—,$24.28,2024-08-02,ebook
S02034,U0095,P021,—,$40.83,2024-08-05,supplement
S02035,U0273,P030,—,$28.13,2024-12-04,ebook
S02036,U0272,P045,—,$16.96,2024-03-06,ebook
S02037,U0423,P031,—,$52.60,2024-09-07,meal_plan
S02038,U0981,P044,—,$28.39,2024-05-28,meal_plan
S02039,U0063,P014,—,$26.80,2024-07-28,ebook
S02040,U0515,P050,—,$15.46,2024-12-11,ebook
S02041,U0176,P026,—,$25.18,2024-08-05,ebook
S02042,U0971,P004,N009,$97.55,2024-04-22,coaching
S02043,U0111,P003,—,$15.17,2024-07-28,ebook
S02044,U0399,P011,—,$19.72,2024-11-16,ebook
S02045,U0740,P040,—,$21.22,2024-03-07,ebook
S02046,U0701,P002,—,$57.01,2024-01-11,meal_plan
S02047,U0415,P006,—,$50.22,2024-06-19,meal_plan
S02048,U0342,P050,—,$74.02,2024-02-02,supplement
S02049,U0393,P034,—,$27.42,2024-10-01,meal_plan
S02050,U0263,P011,—,$25.76,2024-07-21,ebook
S02051,U0205,P015,—,$43.57,2024-03-23,supplement
S02052,U0475,P022,—,$51.46,2024-10-10,supplement
S02053,U0267,P001,—,$20.44,2024-01-11,meal_plan
S02054,U0282,P034,—,$23.10,2024-07-22,meal_plan
S02055,U0656,P003,—,$25.28,2024-06-03,meal_plan
S02056,U0970,P041,—,$24.45,2024-05-06,ebook
S02057,U0602,P048,—,$11.47,2024-07-12,ebook
S02058,U0072,P009,—,$51.73,2024-05-18,meal_plan
S02059,U0071,P005,—,$29.73,2024-12-26,supplement
S02060,U0956,P027,—,$19.81,2024-10-04,meal_plan
S02061,U0294,P010,—,$22.82,2024-10-28,meal_plan
S02062,U0086,P013,—,$52.26,2024-06-08,meal_plan
S02063,U0598,P028,—,$39.49,2024-01-12,meal_plan
S02064,U0626,P030,—,$13.05,2024-05-15,ebook
S02065,U0649,P037,—,$55.17,2024-05-29,supplement
S02066,U0265,P015,N014,$105.10,2024-09-04,coaching
S02067,U0016,P045,—,$19.66,2024-05-05,ebook
S02068,U0967,P032,N013,$144.15,2024-10-06,coaching
S02069,U0248,P029,—,$27.96,2024-01-13,meal_plan
S02070,U0675,P015,N015,$85.98,2024-10-15,coaching
S02071,U0703,P020,—,$15.65,2024-11-18,ebook
S02072,U0610,P007,—,$60.90,2024-04-16,supplement
S02073,U0311,P032,—,$62.98,2024-02-12,supplement
S02074,U0269,P040,—,$25.76,2024-09-24,ebook
S02075,U0597,P037,—,$49.42,2024-01-31,meal_plan
S02076,U0873,P017,—,$35.47,2024-06-21,meal_plan
S02077,U0950,P003,—,$31.86,2024-10-16,meal_plan
S02078,U0101,P001,N009,$118.04,2024-10-14,coaching
S02079,U0156,P035,—,$38.99,2024-11-29,meal_plan
S02080,U0948,P030,—,$23.18,2024-09-20,ebook
S02081,U0739,P048,N003,$141.12,2024-08-05,coaching
S02082,U0888,P025,—,$24.09,2024-01-07,meal_plan
S02083,U0202,P048,—,$11.43,2024-04-11,ebook
S02084,U0586,P008,N002,$137.55,2024-09-10,coaching
S02085,U0698,P034,—,$18.74,2024-10-07,ebook
S02086,U0678,P001,N010,$60.76,2024-05-30,coaching
S02087,U0402,P044,—,$29.84,2024-06-14,meal_plan
S02088,U0016,P024,—,$41.55,2024-03-25,meal_plan
S02089,U0583,P034,—,$22.70,2024-11-10,ebook
S02090,U0251,P024,—,$58.24,2024-05-08,supplement
S02091,U0443,P014,N011,$141.71,2024-03-10,coaching
S02092,U0961,P046,—,$25.59,2024-01-06,ebook
S02093,U0394,P012,—,$12.01,2024-02-04,ebook
S02094,U0847,P001,—,$44.96,2024-04-06,supplement
S02095,U0185,P007,—,$19.75,2024-06-18,ebook
S02096,U0669,P040,—,$18.37,2024-03-21,ebook
S02097,U0979,P041,—,$20.18,2024-04-25,ebook
S02098,U0095,P001,—,$27.56,2024-05-20,ebook
S02099,U0008,P028,—,$20.69,2024-06-05,ebook
S02100,U0425,P050,N013,$142.43,2024-10-14,coaching
S02101,U0087,P043,N007,$56.75,2024-03-19,coaching
S02102,U0751,P014,—,$14.60,2024-05-14,ebook
S02103,U0917,P009,N017,$107.73,2024-07-15,coaching
S02104,U0426,P050,—,$26.07,2024-11-05,ebook
S02105,U0259,P048,—,$26.43,2024-12-08,ebook
S02106,U0426,P014,—,$35.76,2024-04-28,supplement
S02107,U0723,P006,—,$84.49,2024-11-10,supplement
S02108,U0008,P011,—,$18.51,2024-01-01,ebook
S02109,U0587,P004,—,$11.74,2024-08-13,ebook
S02110,U0615,P031,N011,$79.26,2024-03-01,coaching
S02111,U0640,P026,—,$16.55,2024-07-16,ebook
S02112,U0241,P023,—,$31.47,2024-09-24,meal_plan
S02113,U0711,P006,—,$26.67,2024-04-19,ebook
S02114,U0086,P041,—,$78.35,2024-12-30,supplement
S02115,U0198,P028,—,$20.21,2024-09-07,ebook
S02116,U0883,P017,—,$46.41,2024-10-12,meal_plan
S02117,U0741,P042,—,$47.28,2024-01-13,supplement
S02118,U0014,P030,—,$74.33,2024-06-26,supplement
S02119,U0245,P014,—,$43.68,2024-04-07,meal_plan
S02120,U0211,P012,N001,$68.58,2024-07-03,coaching
S02121,U0268,P001,N019,$80.04,2024-02-18,coaching
S02122,U0245,P017,—,$57.18,2024-01-07,supplement
S02123,U0058,P003,—,$44.89,2024-11-24,meal_plan
S02124,U0452,P003,N009,$76.42,2024-01-30,coaching
S02125,U0736,P002,—,$80.24,2024-08-29,supplement
S02126,U0607,P041,—,$54.09,2024-03-29,supplement
S02127,U0670,P042,N018,$129.74,2024-01-20,coaching
S02128,U0077,P040,N005,$119.56,2024-03-31,coaching
S02129,U0956,P009,—,$30.30,2024-03-02,supplement
S02130,U0847,P041,—,$23.21,2024-06-09,ebook
S02131,U0808,P035,—,$14.55,2024-04-09,ebook
S02132,U0828,P048,—,$19.67,2024-12-10,meal_plan
S02133,U0934,P021,—,$54.91,2024-03-27,meal_plan
S02134,U0539,P038,—,$71.22,2024-07-06,supplement
S02135,U0200,P043,N013,$90.64,2024-12-07,coaching
S02136,U0619,P005,—,$26.72,2024-09-13,meal_plan
S02137,U0746,P018,—,$10.68,2024-08-15,ebook
S02138,U0740,P039,—,$12.97,2024-09-15,ebook
S02139,U0518,P041,N001,$80.12,2024-10-14,coaching
S02140,U0065,P022,N015,$105.82,2024-12-22,coaching
S02141,U0369,P030,—,$10.76,2024-02-16,ebook
S02142,U0922,P006,—,$12.71,2024-10-29,ebook
S02143,U0584,P002,—,$49.67,2024-01-06,meal_plan
S02144,U0533,P024,—,$18.21,2024-05-06,ebook
S02145,U0267,P044,—,$21.85,2024-04-07,ebook
S02146,U0366,P048,—,$24.31,2024-01-28,meal_plan
S02147,U0900,P019,N006,$76.90,2024-10-16,coaching
S02148,U0664,P015,—,$25.71,2024-05-19,ebook
S02149,U0790,P012,—,$87.67,2024-05-12,supplement
S02150,U0448,P017,—,$22.70,2024-06-30,meal_plan
S02151,U0631,P023,N017,$93.97,2024-11-19,coaching
S02152,U0245,P011,—,$20.47,2024-10-26,meal_plan
S02153,U0702,P035,N019,$70.07,2024-12-25,coaching
S02154,U0420,P042,N010,$69.74,2024-12-24,coaching
S02155,U0436,P036,—,$78.11,2024-05-17,supplement
S02156,U0649,P050,—,$13.21,2024-04-21,ebook
S02157,U0938,P003,N004,$100.70,2024-11-19,coaching
S02158,U0060,P009,—,$18.34,2024-06-14,ebook
S02159,U0831,P025,N019,$139.13,2024-06-14,coaching
S02160,U0289,P041,—,$33.36,2024-01-05,meal_plan
S02161,U0437,P031,—,$15.69,2024-11-27,ebook
S02162,U0022,P012,—,$83.44,2024-06-05,supplement
S02163,U0298,P035,—,$12.72,2024-01-12,ebook
S02164,U0496,P040,N015,$108.36,2024-12-21,coaching
S02165,U0053,P026,N016,$132.41,2024-05-09,coaching
S02166,U0484,P039,—,$32.52,2024-12-13,meal_plan
S02167,U0927,P003,N008,$125.32,2024-09-16,coaching
S02168,U0101,P028,—,$24.48,2024-10-22,ebook
S02169,U0767,P002,N006,$100.22,2024-06-02,coaching
S02170,U0403,P045,—,$85.34,2024-04-11,supplement
S02171,U0655,P037,—,$73.12,2024-03-07,supplement
S02172,U0260,P004,—,$57.81,2024-06-07,meal_plan
S02173,U0160,P010,—,$51.06,2024-08-22,meal_plan
S02174,U0160,P030,N001,$114.86,2024-04-12,coaching
S02175,U0066,P020,—,$44.68,2024-04-04,supplement
S02176,U0183,P014,—,$17.73,2024-05-05,ebook
S02177,U0662,P036,—,$25.91,2024-07-10,ebook
S02178,U0888,P011,—,$15.89,2024-08-29,ebook
S02179,U0817,P026,N007,$140.28,2024-12-08,coaching
S02180,U0683,P030,N008,$125.31,2024-02-19,coaching
S02181,U0107,P021,N005,$88.99,2024-06-16,coaching
S02182,U0284,P044,—,$71.74,2024-08-05,supplement
S02183,U0309,P035,N003,$83.69,2024-12-08,coaching
S02184,U0247,P038,—,$20.08,2024-11-07,meal_plan
S02185,U0510,P016,—,$16.38,2024-06-23,ebook
S02186,U0531,P001,N020,$108.92,2024-07-22,coaching
S02187,U0352,P042,—,$39.72,2024-09-12,supplement
S02188,U0350,P014,—,$15.04,2024-02-17,ebook
S02189,U0836,P042,—,$12.60,2024-03-18,ebook
S02190,U0791,P025,—,$22.51,2024-09-03,ebook
S02191,U0308,P027,—,$12.59,2024-07-22,ebook
S02192,U0916,P007,—,$37.60,2024-02-12,meal_plan
S02193,U0957,P047,—,$11.03,2024-07-26,ebook
S02194,U0324,P001,—,$25.44,2024-03-06,meal_plan
S02195,U0350,P025,N015,$50.16,2024-11-30,coaching
S02196,U0499,P026,—,$52.04,2024-01-28,supplement
S02197,U0943,P017,—,$23.84,2024-02-29,ebook
S02198,U0882,P029,—,$39.08,2024-08-30,meal_plan
S02199,U0096,P035,—,$57.87,2024-02-27,meal_plan
S02200,U0389,P028,—,$40.27,2024-07-15,meal_plan
S02201,U0549,P006,—,$34.62,2024-06-21,supplement
S02202,U0497,P046,—,$62.77,2024-04-11,supplement
S02203,U0192,P040,N015,$92.49,2024-08-25,coaching
S02204,U0866,P008,—,$26.36,2024-08-23,ebook
S02205,U0675,P039,N012,$74.23,2024-06-21,coaching
S02206,U0845,P050,—,$51.77,2024-10-04,meal_plan
S02207,U0866,P019,—,$16.14,2024-01-09,ebook
S02208,U0751,P020,N002,$108.58,2024-07-01,coaching
S02209,U0431,P035,—,$48.55,2024-05-07,meal_plan
S02210,U0611,P035,—,$10.89,2024-03-15,ebook
S02211,U0160,P028,—,$54.71,2024-06-25,meal_plan
S02212,U0671,P045,—,$64.50,2024-09-25,supplement
S02213,U0176,P003,N003,$81.66,2024-01-20,coaching
S02214,U0693,P047,—,$21.76,2024-02-21,ebook
S02215,U0228,P047,N003,$82.78,2024-11-22,coaching
S02216,U0115,P028,—,$35.03,2024-04-04,meal_plan
S02217,U0164,P017,—,$71.18,2024-02-10,supplement
S02218,U0003,P028,—,$57.61,2024-04-08,meal_plan
S02219,U0715,P020,N020,$100.40,2024-05-04,coaching
S02220,U0735,P004,—,$33.97,2024-08-30,meal_plan
S02221,U0510,P028,—,$14.50,2024-12-18,ebook
S02222,U0161,P018,—,$39.06,2024-01-24,meal_plan
S02223,U0080,P012,—,$46.13,2024-05-19,meal_plan
S02224,U0019,P014,—,$9.37,2024-07-31,ebook
S02225,U0165,P018,—,$29.68,2024-11-02,meal_plan
S02226,U0896,P041,—,$31.73,2024-04-23,meal_plan
S02227,U0241,P046,—,$15.49,2024-02-02,ebook
S02228,U0350,P047,—,$47.48,2024-08-23,meal_plan
S02229,U0101,P041,N020,$81.88,2024-07-18,coaching
S02230,U0219,P036,N001,$83.30,2024-06-12,coaching
S02231,U0515,P029,—,$12.04,2024-09-12,ebook
S02232,U0609,P045,—,$12.40,2024-07-18,ebook
S02233,U0243,P003,—,$22.21,2024-10-19,ebook
S02234,U0054,P041,—,$56.14,2024-06-25,supplement
S02235,U0387,P048,—,$28.70,2024-07-08,ebook
S02236,U0235,P049,—,$15.31,2024-12-11,ebook
S02237,U0216,P010,N020,$107.49,2024-11-15,coaching
S02238,U0962,P028,N014,$148.58,2024-01-12,coaching
S02239,U0619,P019,—,$41.26,2024-09-08,meal_plan
S02240,U0553,P025,—,$83.96,2024-03-08,supplement
S02241,U0409,P008,N004,$88.57,2024-04-18,coaching
S02242,U0421,P037,—,$43.52,2024-03-22,supplement
S02243,U0536,P048,—,$58.16,2024-10-08,meal_plan
S02244,U0695,P049,N007,$90.82,2024-11-02,coaching
S02245,U0699,P050,—,$16.26,2024-02-24,ebook
S02246,U0170,P044,—,$57.41,2024-11-21,meal_plan
S02247,U0493,P035,—,$19.65,2024-04-25,ebook
S02248,U0405,P032,—,$73.44,2024-05-26,supplement
S02249,U0878,P029,—,$25.28,2024-03-31,meal_plan
S02250,U0633,P001,N018,$131.99,2024-08-25,coaching
S02251,U0528,P044,—,$55.29,2024-07-15,meal_plan
S02252,U0113,P027,N014,$90.03,2024-11-21,coaching
S02253,U0605,P015,—,$11.77,2024-11-13,ebook
S02254,U0115,P006,N020,$106.06,2024-07-28,coaching
S02255,U0334,P021,—,$64.03,2024-03-26,supplement
S02256,U0143,P031,N003,$144.18,2024-01-12,coaching
S02257,U0691,P042,—,$34.57,2024-09-18,meal_plan
S02258,U0205,P011,—,$54.30,2024-05-02,supplement
S02259,U0389,P046,—,$27.43,2024-06-14,ebook
S02260,U0900,P005,—,$26.89,2024-04-15,ebook
S02261,U0204,P030,N008,$117.37,2024-08-15,coaching
S02262,U0503,P012,—,$87.26,2024-09-13,supplement
S02263,U0412,P039,—,$52.52,2024-03-22,meal_plan
S02264,U0019,P047,—,$28.25,2024-01-04,ebook
S02265,U0794,P044,—,$46.07,2024-09-23,meal_plan
S02266,U0065,P025,—,$29.50,2024-08-01,supplement
S02267,U0466,P046,—,$59.39,2024-11-06,supplement
S02268,U0556,P035,—,$47.59,2024-08-12,meal_plan
S02269,U0629,P047,N002,$78.30,2024-07-22,coaching
S02270,U0687,P047,—,$49.75,2024-07-05,meal_plan
S02271,U0251,P033,N015,$91.86,2024-03-04,coaching
S02272,U0009,P017,—,$24.16,2024-10-23,ebook
S02273,U0723,P008,—,$47.88,2024-07-06,meal_plan
S02274,U0531,P022,N005,$140.30,2024-09-04,coaching
S02275,U0844,P007,—,$15.60,2024-12-21,ebook
S02276,U0827,P046,—,$18.83,2024-05-05,ebook
S02277,U0850,P022,—,$30.81,2024-08-15,meal_plan
S02278,U0478,P029,—,$22.99,2024-10-17,ebook
S02279,U0332,P003,—,$24.23,2024-03-16,ebook
S02280,U0793,P002,N008,$137.02,2024-10-15,coaching
S02281,U0444,P019,N010,$143.48,2024-03-22,coaching
S02282,U0180,P020,N016,$120.31,2024-12-10,coaching
S02283,U0863,P048,—,$25.10,2024-03-06,ebook
S02284,U0888,P019,—,$26.18,2024-05-11,ebook
S02285,U0458,P002,—,$53.04,2024-10-25,meal_plan
S02286,U0071,P038,—,$9.24,2024-07-05,ebook
S02287,U0384,P048,—,$53.81,2024-09-21,meal_plan
S02288,U0806,P040,N006,$146.24,2024-11-25,coaching
S02289,U0906,P033,—,$15.29,2024-07-10,ebook
S02290,U0203,P032,N006,$136.08,2024-09-03,coaching
S02291,U0063,P025,—,$9.28,2024-02-03,ebook
S02292,U0882,P020,—,$13.13,2024-03-17,ebook
S02293,U0386,P050,—,$23.58,2024-03-02,ebook
S02294,U0536,P023,—,$38.95,2024-10-18,meal_plan
S02295,U0969,P001,—,$78.76,2024-09-25,supplement
S02296,U0063,P048,—,$37.96,2024-12-06,supplement
S02297,U0649,P041,—,$10.98,2024-06-17,ebook
S02298,U0069,P018,N018,$145.17,2024-10-02,coaching
S02299,U0372,P004,—,$53.58,2024-09-24,supplement
S02300,U0806,P017,—,$24.95,2024-04-03,ebook
S02301,U0425,P042,—,$53.30,2024-04-26,meal_plan
S02302,U0999,P030,—,$26.10,2024-11-07,meal_plan
S02303,U0555,P018,—,$10.83,2024-04-07,ebook
S02304,U0318,P005,—,$55.25,2024-03-08,meal_plan
S02305,U0218,P004,N007,$71.76,2024-10-26,coaching
S02306,U0346,P031,—,$37.57,2024-10-01,meal_plan
S02307,U0370,P004,—,$45.41,2024-11-20,supplement
S02308,U0065,P031,—,$11.33,2024-02-12,ebook
S02309,U0368,P007,N018,$107.94,2024-11-02,coaching
S02310,U0457,P037,N001,$107.17,2024-02-27,coaching
S02311,U0722,P029,—,$50.10,2024-04-09,meal_plan
S02312,U0656,P041,N020,$124.55,2024-01-01,coaching
S02313,U0705,P027,—,$21.03,2024-09-09,ebook
S02314,U0008,P022,—,$39.29,2024-09-20,meal_plan
S02315,U0214,P042,—,$14.99,2024-09-29,ebook
S02316,U0660,P018,—,$22.56,2024-09-14,ebook
S02317,U0477,P029,—,$11.23,2024-04-03,ebook
S02318,U0006,P021,N017,$96.05,2024-03-24,coaching
S02319,U0807,P049,—,$17.64,2024-06-04,ebook
S02320,U0774,P029,—,$15.85,2024-12-17,ebook
S02321,U0543,P012,N007,$126.88,2024-04-28,coaching
S02322,U0062,P033,—,$15.11,2024-09-28,ebook
S02323,U0769,P044,N010,$141.76,2024-04-17,coaching
S02324,U0583,P010,N011,$64.64,2024-07-21,coaching
S02325,U0786,P011,—,$43.40,2024-03-21,meal_plan
S02326,U0754,P034,—,$28.62,2024-11-30,ebook
S02327,U0806,P027,N009,$71.87,2024-05-14,coaching
S02328,U0514,P020,N012,$63.50,2024-06-19,coaching
S02329,U0142,P048,—,$31.61,2024-06-06,meal_plan
S02330,U0669,P026,N014,$49.57,2024-07-25,coaching
S02331,U0624,P027,—,$16.07,2024-03-12,ebook
S02332,U0744,P050,—,$42.55,2024-12-26,supplement
S02333,U0169,P043,—,$23.33,2024-05-30,ebook
S02334,U0193,P002,—,$31.87,2024-07-14,meal_plan
S02335,U0896,P036,—,$23.78,2024-04-20,ebook
S02336,U0752,P029,—,$53.26,2024-02-24,meal_plan
S02337,U0911,P011,—,$15.51,2024-09-02,ebook
S02338,U0761,P038,—,$55.07,2024-01-24,supplement
